0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400
293.6647679174075,-216.76902770996094,77.30421447753906,26.007606506347656,37.138980865478516,21.229511260986328,20.97606658935547,7.857105255126953,15.87221622467041,12.171622276306152,10.577485084533691,-211.48085021972656,62.90492248535156,21.09720802307129,33.919700622558594,11.639113426208496,19.2421875,11.697124481201172,16.095678329467773,4.903591632843018,11.951074600219727,-194.73162841796875,68.2203598022461,23.54379653930664,29.84137725830078,4.444190502166748,16.185230255126953,4.431999683380127,6.470973014831543,5.279561519622803,15.789058685302734,-121.39947509765625,90.6499252319336,30.28243637084961,32.242149353027344,-25.62755012512207,15.846989631652832,-23.07364273071289,-10.781959533691406,8.224811553955078,-8.447816848754883,-139.61004638671875,101.78831481933594,18.54364013671875,22.113712310791016,-14.990166664123535,7.721158981323242,-5.347505569458008,2.430945873260498,4.664733409881592,4.1139984130859375,-151.97616577148438,95.29673767089844,5.914736747741699,13.30703353881836,6.213798999786377,14.834402084350586,-0.6480275988578796,0.8985838890075684,2.74446439743042,9.831920623779297,-129.27117919921875,116.25578308105469,3.4371581077575684,-5.524992942810059,-4.744374752044678,14.512006759643555,-3.908482313156128,-0.9825621843338013,0.3957509696483612,10.314674377441406,-82.10871887207031,123.86444091796875,-21.533363342285156,-10.306693077087402,-4.5022454261779785,8.77269172668457,-11.668004989624023,7.644850254058838,5.671128273010254,1.644164800643921,-105.46150970458984,81.82860565185547,-29.32400131225586,12.231657981872559,10.060027122497559,14.84568977355957,0.018513083457946777,13.710592269897461,1.4537233114242554,-2.6265761852264404,-115.59762573242188,84.30116271972656,-25.76169776916504,17.09160614013672,14.497923851013184,14.410573959350586,0.3679535984992981,13.044330596923828,-1.6113042831420898,2.541367530822754,-123.36894989013672,100.17267608642578,-13.630621910095215,11.369625091552734,9.753628730773926,15.26545238494873,2.4877452850341797,8.721269607543945,-1.5007761716842651,3.1707229614257812,-124.12637329101562,118.7734375,7.546047210693359,6.589545726776123,4.656064510345459,14.426862716674805,0.8957592248916626,1.8016984462738037,2.03633451461792,11.834332466125488,-126.11882019042969,111.28160095214844,-2.9521713256835938,0.00021314620971679688,7.474906921386719,21.343685150146484,0.2781059741973877,2.6750845909118652,1.7842614650726318,15.467273712158203,-110.04524993896484,119.06289672851562,-12.479942321777344,-8.755338668823242,8.27392578125,19.757007598876953,-2.815849542617798,-5.5103230476379395,3.4217529296875,10.889483451843262,-118.0095443725586,116.36770629882812,-7.61860466003418,-4.749223232269287,4.14398193359375,19.700172424316406,0.37088626623153687,-3.89408802986145,0.8287194967269897,12.125547409057617,-115.97966766357422,127.17688751220703,0.379391610622406,-7.242757797241211,-0.14224812388420105,13.807636260986328,-6.03494930267334,-4.540576457977295,-2.1126749515533447,8.419168472290039,-105.49996185302734,135.06765747070312,-4.919131755828857,-9.278718948364258,2.2769463062286377,10.616588592529297,-10.161430358886719,-5.943309783935547,1.907137393951416,9.202380180358887,-145.82276916503906,112.06224060058594,10.409144401550293,2.561455249786377,-0.9210867881774902,8.1318941116333,-5.121280670166016,-7.9554243087768555,-2.671988010406494,11.624488830566406,-111.54016876220703,93.08615112304688,-30.42599105834961,13.688215255737305,21.291603088378906,14.964129447937012,0.6669142246246338,10.298203468322754,-7.465246200561523,4.948082447052002,-52.804527282714844,111.0591049194336,-64.19602966308594,-9.510485649108887,17.320674896240234,11.240352630615234,-5.143836498260498,6.0667572021484375,-11.329553604125977,0.08481955528259277,-132.72886657714844,89.95821380615234,-23.148754119873047,8.399738311767578,8.778325080871582,8.582630157470703,0.36999791860580444,8.415115356445312,-3.548743963241577,2.3226985931396484,-148.12318420410156,84.76091003417969,-14.134706497192383,13.064342498779297,16.466411590576172,9.803153991699219,-1.4019503593444824,2.461534023284912,-5.822248458862305,5.872271537780762,-143.55462646484375,91.5965576171875,-16.151775360107422,10.706539154052734,13.212011337280273,6.266867637634277,1.5628691911697388,8.109603881835938,-7.728398323059082,3.317742347717285,-80.52886199951172,133.94912719726562,-39.55732727050781,-24.665325164794922,-2.2939019203186035,9.497734069824219,-7.339890480041504,3.81318998336792,-6.4374260902404785,1.1890965700149536,-87.68355560302734,142.7191162109375,-20.436527252197266,-20.299535751342773,2.2022783756256104,11.05526351928711,-10.239316940307617,-7.225430488586426,-0.2532613277435303,8.328996658325195,-114.65938568115234,124.20946502685547,-11.062590599060059,-14.98243236541748,-3.5159192085266113,13.294991493225098,-9.592103004455566,-10.41956901550293,-0.22379493713378906,13.227388381958008,-52.79264831542969,143.78488159179688,-43.430511474609375,-18.325538635253906,7.274419784545898,11.902826309204102,-9.484094619750977,-0.7201380133628845,1.4489041566848755,-1.3728331327438354,-112.8714828491211,122.16014099121094,-10.99392318725586,1.8138513565063477,11.537010192871094,16.336284637451172,-5.972968101501465,-0.8522082567214966,-8.677718162536621,-1.493599534034729,-87.82915496826172,105.20291137695312,-48.845279693603516,2.986044406890869,19.90781021118164,14.430841445922852,-5.700074195861816,7.547365188598633,-5.916887283325195,-2.396775007247925,-110.98434448242188,114.26103973388672,-28.697166442871094,-0.17020836472511292,10.641115188598633,10.162049293518066,0.9259629845619202,9.896225929260254,-5.675921440124512,-0.34693899750709534,-97.47017669677734,128.28921508789062,-13.099720001220703,-16.362829208374023,2.2471823692321777,8.528071403503418,-15.22685432434082,-4.114661693572998,3.4836320877075195,9.1004638671875,-69.61164855957031,144.03453063964844,-26.836101531982422,-32.29243469238281,-0.26051679253578186,8.140740394592285,-19.77680015563965,-10.848321914672852,7.034743309020996,16.36949920654297,-129.31968688964844,118.59420013427734,-1.9768760204315186,-10.062795639038086,-0.4232022762298584,14.043697357177734,-6.219884395599365,-1.9654321670532227,2.433570146560669,14.54343318939209,-115.6230239868164,109.73298645019531,-26.529518127441406,-7.1163787841796875,5.998861789703369,11.563543319702148,-3.1449475288391113,10.811506271362305,7.047389030456543,5.222627639770508,-54.59235763549805,84.77421569824219,-71.09586334228516,0.7493166923522949,20.856510162353516,11.356338500976562,0.06685858964920044,13.324533462524414,-4.993432521820068,-0.8110151290893555,-78.2529067993164,102.27458190917969,-60.79657745361328,-4.532637596130371,18.545120239257812,7.11630916595459,-3.0039374828338623,12.661691665649414,-6.974222183227539,-2.450035572052002,-111.1851806640625,115.35848236083984,-11.052769660949707,-18.478897094726562,7.216836929321289,5.340301513671875,-5.519301414489746,-1.3506355285644531,12.784642219543457,4.188508987426758,-540.4862670898438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-540.4862670898438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-540.4862670898438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
